Date,Price,Vol.,weekday,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DGS10,WTI-oil,FTSE-F,HSI-F,Gold-F,NZD,FCHI,DGS5,Brent,DBAA,NYSE,CTB6M,CTB1Y,XAU,S&P-F,AUD,AAPL,RUSSELL-F,CNY,DTB3,MSFT,IXIC,DTB4WK,silver-F,CAD,DAX-F,DTB6,DAAA,DJI-F,XAG,HSI,AMZN,EUR,JPM,Dollar Index-F,Name,WFC,CTB3M,copper-F,RUT,Dollar Index,XOM,GAS-F,JPY,wheat-F,GBP,GSPC,SSEC,Nikkei-F,CHF,oil,KOSPI-F,JNJ,GDAXI,CAC-F,NASDAQ-F,GE,FTSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6
2010-10-19,7.062105959379377,0.22987269400386875,0.6931471805599453,-0.01575252561726284,0.007217635092375653,0.0020254322265988883,-0.0036347724039989394,-0.2858057525139648,0.367195910552302,0.950029788316201,1.1913949817338054,7.064163612481812,7.053971678806758,7.032861915777936,7.0233158804779965,1.252762968495368,0.0,-0.5423242908253617,0.9360933591703349,0.0,-1.0438040521731147,-0.007102136417296857,0.7466879474879752,-1.5851452198650557,1.9095425048844386,-0.0192881803832124,-0.02597548642890168,-0.02597548642890168,-1.2556160374777743,-0.8020015854720274,-1.128171090909654,-0.02640918799241069,-1.007957920399979,6.029181239015099e-05,0.13102826240640408,-0.027503643499280157,-0.017466857980301943,0.13102826240640408,-1.2781522025001875,0.015482254283147465,-0.3646431135879093,0.16551443847757338,1.7404661748405046,-0.6523251860396903,-1.6370530794670737,0.01246385899594088,-0.029459074744651044,-0.9282193027394289,-0.01326250025214863,0.0,S&P,-0.01278491141327546,0.0,-1.244154593958768,-0.0222534403244544,0.0,-0.017350062117383207,1.220829921392359,0.004227633251890146,-1.275362800412609,-0.011941780857072858,0.0,0.015654289534561865,0.3506568716131694,0.8197798314933114,0.0,-0.7929925155296614,-0.008886175731988981,-0.003972674668050536,-0.5481214085096876,-0.8285518175661483,-0.011016023296254323,-0.006699337343243532,1.2119409739751128,1.2119409739751128,1.199964782928397,0.0,0.039220713153281295,0.7178397931503169,1.4469189829363254,1.8825138324965192,1.888583653863595,1.888583653863595
2010-10-20,7.0725661174488925,-0.09729323461439746,1.0986122886681098,0.010469083010671513,-0.01575252561726284,0.007217635092375653,0.0020254322265988883,0.005929925983988394,0.9435215556014488,1.366402448434389,1.5829740495797355,7.06569660141431,7.0557575490681765,7.0344490066494005,7.023818074629297,1.2556160374777743,0.0,0.3293037471426004,-0.7178397931503169,0.0,0.8754687373538999,0.005495521720973934,0.7466879474879752,1.4060969884160703,1.9080599249242156,0.013401829651619802,-0.05264373352901173,0.0,0.598836501088704,0.6626879730752367,1.0402767116551463,0.0033547240156675947,0.6471032420585384,0.0008888822271144487,0.13102826240640408,0.008331688885512587,0.008352530296967905,0.13102826240640408,0.708035793053696,-0.01030490174785451,0.4762341789963716,0.15700374880966478,1.7387102481382397,0.7419373447293773,1.235471471385307,-0.008682648376230255,0.0,0.9895411936137477,0.010819448902219805,0.0,S&P,0.04188053796940044,-0.05406722131238103,0.6312717768418579,0.011401955449056669,0.0,0.013574508254599266,0.5538851132264376,-0.005954618318600098,1.2584609896100056,0.009007253721434103,0.0,0.0006986246049903673,-0.9439058989071284,-0.6981347220709844,0.0,0.5822156198526637,0.004886084324631797,0.005203122052978629,0.4574248470388754,0.5822156198526637,-0.0012438434059563236,0.004373388878311049,1.2149127443642704,1.2149127443642704,1.205970806988609,0.0,0.0295588022415444,0.7178397931503169,1.4422019930581866,1.8825138324965192,1.8870696490323797,1.8870696490323797
2010-10-21,7.074336952846122,-0.07699411540398352,1.3862943611198906,0.0017723370823507327,0.010469083010671513,-0.01575252561726284,0.007217635092375653,0.4379248607220411,1.0705539049052442,1.4867544959076162,1.7796633989189992,7.0672731374858,7.057541963174142,7.036043583806167,7.024333531009205,1.2725655957915476,0.0,0.4700036292457356,0.4054651081081644,0.0,-0.6830968447064438,0.013007550908671223,0.7654678421395714,-1.1378330018213911,1.9125010869241836,-0.001081332049712343,0.05556985111427022,0.03540192701613332,-0.9360933591703349,0.08617769624105233,-0.636576829071551,-0.0032471649488674025,-0.4252677354043441,-0.0002559720363628348,0.12221763272424921,0.004336730675124251,0.0009273953359783112,0.12221763272424921,-1.5454325824581878,0.003515285338262775,0.7701082216960736,0.16551443847757338,1.742219023667919,0.16551443847757338,-1.449269160281279,0.0039393563369475035,0.03893708408820668,-0.29266961396282,-0.010443881809132216,0.0,S&P,0.01665740597504791,0.0571584138288375,-0.2776317365982795,-0.005666769589382081,0.0,0.004685234825952527,-1.763017000362401,0.0030181168997111107,-1.4085449700547104,-0.008370621591036936,0.0,-0.006774365483381757,-0.10436001532424277,0.49469624183610705,0.0,0.3435897043900769,0.006113413548844144,0.013164450132414345,0.8372475245337022,-0.16551443847757338,0.0031104847227755926,0.005049284779013627,1.235471471385307,1.235471471385307,1.220829921392359,0.0,0.048790164169432,0.7227059828014898,1.4350845252893227,1.8855533485144158,1.8931119634883424,1.8931119634883424
2010-10-26,7.07888107565609,-0.004184175715055967,0.6931471805599453,1.688553757580798e-05,0.0021446700501984947,0.002386408560660898,0.0017723370823507327,0.9906973317570349,0.8572523650647589,1.1455927351748023,1.4599507897235233,7.072273189641607,7.062948158045339,7.040899511477348,7.025966716212572,1.3001916620664788,0.0,-0.5822156198526637,-0.44468582126144574,0.0,-0.41871033485818504,-0.00447063470390057,0.8197798314933114,0.13102826240640408,1.916922612182061,-0.0020624480910118492,0.07796154148721185,0.05669534364504921,-0.039220713153281295,0.0,-0.44468582126144574,-0.002554712241993062,-0.20701416938432615,0.0004962518466814878,0.13102826240640408,0.02779583864861724,0.0025821025022256137,0.13102826240640408,1.2296405510745139,0.004111606350032381,-0.22314355131420976,0.16551443847757338,1.7544036826842861,0.07696104113612832,0.6151856390902334,-0.0011281099446307696,0.005605543543264388,-0.5596157879354227,0.0035007710442284262,0.0,S&P,0.007360134039334835,0.0,0.16551443847757338,-0.00135525522662476,0.0,0.004972541100026008,0.7514160886839212,0.0063147065074935175,1.536867219599265,0.008899351837456142,0.0,-0.0032309751737035013,-0.5538851132264376,0.7747271675523681,0.0,-0.07696104113612832,-0.002185793212556678,-0.0038199806745901877,-0.4510756193602166,0.3074846997479606,0.006207406824455531,-0.0077412033188710375,1.2612978709452054,1.2612978709452054,1.2499017362143359,0.0,0.039220713153281295,0.7030975114131134,1.4182774069729414,1.890095369948917,1.8961194845522977,1.8961194845522977
2010-10-27,7.076189139086451,0.030915822141367275,1.0986122886681098,-0.0026869708583924195,1.688553757580798e-05,0.0021446700501984947,0.002386408560660898,0.3098842755940323,0.31425327791766217,1.0777220930438345,1.4574742976223163,7.072986321993449,7.064216784522438,7.042307135845873,7.026479071987527,1.3217558399823195,0.0,-0.712949807856125,-1.1378330018213911,0.0,0.0295588022415444,-0.009529623358278167,0.8501509293696101,-0.412109650826833,1.922787731634459,-0.006608182190082902,0.0,0.05365271345799174,-0.7371640659767197,-0.29266961396282,-0.8628899551470398,-0.0007138338599759705,-0.23111172096338664,0.002687507713793372,0.13102826240640408,0.0057747611245932955,0.002387726909912906,0.13102826240640408,-1.3787660946990992,0.0043282514908089395,-0.5877866649021191,0.16551443847757338,1.7578579175523736,-0.3852624007906449,-0.7975071958841881,-0.018332504744399045,-0.01425508762278761,-0.5068176023684519,0.009098269635255497,0.0,S&P,-0.006156233349489187,0.0,-1.2119409739751128,-0.003812074701638839,0.0,-0.012843680187041935,-1.0473189942805592,0.004195950175819726,0.4762341789963716,-0.0047834574037121744,0.0,-0.01452307406710391,0.4252677354043441,0.3852624007906449,0.0,-0.5538851132264376,-0.0042204048493767726,-0.006901018402127417,-0.6626879730752367,0.31481073984003355,-0.0030892209396427635,-0.010683326106893569,1.2837077723447896,1.2837077723447896,1.2725655957915476,0.0,0.039220713153281295,0.712949807856125,1.4085449700547104,1.8961194845522977,1.9021075263969205,1.9021075263969205
2010-10-28,7.077312406802072,-0.011970040459943728,1.3862943611198906,0.0011242171310449382,-0.0026869708583924195,1.688553757580798e-05,0.0021446700501984947,0.2610102545943255,0.6148440962846426,1.1696772886221343,1.5541719326131476,7.073774276173975,7.065471401497664,7.0437032262550465,7.026997818235906,1.3056264580524357,0.0,0.4382549309311553,0.20701416938432615,0.0,0.6205764877251099,0.0049852514586656614,0.8020015854720274,0.35767444427181594,1.9242486522741338,0.0032003802155836395,-0.07232066157962612,-0.07889394243380096,0.8919980393051105,0.039220713153281295,0.5306282510621704,-0.008378603961077424,-0.6097655716208943,0.0010639972541114063,0.12221763272424921,0.008790501877837613,0.0016405553528607531,0.13102826240640408,1.1052568313867783,0.0,0.3920420877760237,0.16551443847757338,1.7595805708638197,-0.19062035960864973,1.0818051703517284,0.0019958543569722357,-0.003991777644009768,0.7793248768009976,-0.0007989082877724259,0.0,S&P,0.007351590317487935,0.0,0.2776317365982795,-0.004533608250167656,0.0,0.008340377454590008,2.9533465570575532,0.0,1.1184149159642893,0.0,0.0,-0.0014900212667584216,-0.35767444427181594,-0.4252677354043441,0.0,0.05826890812397577,-0.00015727883103620373,0.0041448368834733785,0.4824261492442927,0.08617769624105233,-0.0018605275447393741,0.005634099014845655,1.2669476034873244,1.269760544863939,1.2556160374777743,-0.009950330853168083,0.039220713153281295,0.712949807856125,1.425515074273172,1.8976198599275322,1.9050881545350582,1.9035989509835904
2010-11-02,7.085541521769779,-0.061742293365297525,0.6931471805599453,0.007729335674264326,0.00094608561982985,-0.0004391903418011813,0.0011242171310449382,0.5121235345352858,1.215881748526276,1.110073568255194,1.3422059907141253,7.07690216937352,7.069359120065193,7.047898416397581,7.02860880468221,1.2892326482767593,0.0,0.7884573603642702,0.10436001532424277,0.0,0.4382549309311553,0.006386529237377335,0.7654678421395714,0.6575200029167941,1.9035989509835904,0.00966523784177958,0.0,-0.01694955831965562,0.35767444427181594,0.598836501088704,0.8153648132841945,0.016886038772080145,1.095273387402595,0.0033274409231784934,0.12221763272424921,0.016194612309536154,0.011384752667227308,0.12221763272424921,0.7701082216960736,-0.005289980945751574,0.5766133643039938,0.1484200051182733,1.7334238922150915,0.44468582126144574,0.7793248768009976,0.0007810130299074875,0.01240884523839138,0.7275486072772778,-0.012217921687033922,0.0,S&P,0.0015413876514610628,0.0,0.8878912573524571,0.020306081326242488,0.0,0.013205905220360477,0.688134638736401,0.0019010349874080932,-0.9400072584914712,0.0007381364102791729,0.0,-0.0028077294360662306,0.10436001532424277,-0.8109302162163288,0.0,0.0295588022415444,0.0029787902956751587,0.007459052968095817,0.4762341789963716,0.6931471805599453,-0.000626762743190082,0.010967592277174846,1.252762968495368,1.252762968495368,1.244154593958768,0.0,0.0295588022415444,0.7178397931503169,1.4060969884160703,1.8794650496471605,1.884034745337226,1.884034745337226
2010-11-03,7.089209760808549,0.18791861035888932,1.0986122886681098,0.0036713066987066833,0.007729335674264326,0.00094608561982985,-0.0004391903418011813,0.8379763797632769,0.9857110171748076,0.9879652224232636,1.4528037326755805,7.079151209568739,7.071266725615287,7.049551031683996,7.02923025189665,1.3001916620664788,0.0,-0.16551443847757338,0.9669838461896731,0.0,1.0986122886681098,-0.005875534988799465,0.7466879474879752,0.76080582903376,1.9213246735826988,0.0034587351734784023,0.0,-0.034191364752481,-0.5007752879124893,0.3220834991691133,0.4700036292457356,0.011058370908405892,0.35767444427181594,-0.0021375035108195796,0.12221763272424921,-0.013057785335292001,0.002660734404676237,0.12221763272424921,-0.959350221334602,-0.003843694632235451,-0.5306282510621704,0.1484200051182733,1.7544036826842861,0.1988508587451652,-0.3074846997479606,0.01979523864143269,0.023178652496775545,0.5596157879354227,0.020354264528145177,0.0,S&P,0.01869213376955996,0.0,-0.8671004876833833,0.0031511968598115173,0.0,0.0019145135488114649,-0.6312717768418579,0.0013521434418981369,-0.10436001532424277,-0.0017139862859358436,0.0,-0.004732294311378365,0.8712933659434193,-0.5481214085096876,0.0,0.6575200029167941,0.0048411275094501485,-0.005471710550947441,-0.4574248470388754,0.5007752879124893,0.007499972859782551,-0.00145791163018426,1.264126727145683,1.264126727145683,1.2556160374777743,0.0,0.0295588022415444,0.7178397931503169,1.425515074273172,1.8976198599275322,1.9021075263969205,1.9021075263969205
2010-11-04,7.108293286641651,0.19948039914957225,1.3862943611198906,0.01909930472871949,0.0036713066987066833,0.007729335674264326,0.00094608561982985,1.4229242853548423,1.4944466269442656,1.6144957269386215,1.862549092467173,7.084513328136778,7.074852724740582,7.051920843668804,7.030048549244026,1.2612978709452054,0.0,1.0784095813505903,1.1052568313867783,0.0,0.712949807856125,0.019032211778813007,0.712949807856125,1.0577902941478545,1.9125010869241836,0.022614416391892562,-0.028987536867538004,-0.06115442318807639,1.451613827240533,1.0188473201992472,0.6205764877251099,0.017336079631674196,1.169381359556317,-0.0005097221695797186,0.12221763272424921,0.004061220269653728,0.014487510979548418,0.12221763272424921,2.0255131996542803,-0.0003964321104061164,1.0367368849500223,0.15700374880966478,1.749199854809259,1.0577902941478545,1.9572739077056285,0.0160627332889123,0.002726688204669581,0.3293037471426004,0.053676402847546,0.0,S&P,0.03709624306394034,0.06062462181643484,1.4655675420143985,0.02529474434582621,0.0,0.020532152206592165,0.41871033485818504,0.0047243313518960574,1.541159071680806,0.00464417112338828,0.0,0.01829132251687507,0.5128236264286639,-0.9042181506398859,0.0,0.262364264467491,0.008840693254802568,0.01750881282786125,1.0750024230289759,0.6626879730752367,0.027634611688282806,0.019601345275606995,1.2237754316221157,1.2237754316221157,1.2119409739751128,0.0,0.039220713153281295,0.7030975114131134,1.4445632692438664,1.8870696490323797,1.8931119634883424,1.8931119634883424
2010-11-05,7.112205168286799,-0.010133767097018452,1.6094379124341003,0.00391507906653418,0.01909930472871949,0.0036713066987066833,0.007729335674264326,1.5259204433534348,1.5293426296918524,1.6529015654201933,1.8261005776206378,7.089605581119724,7.078470820429993,7.054354683234367,7.030900184770848,1.275362800412609,0.0,0.08617769624105233,0.6981347220709844,0.0,0.10436001532424277,-1.2778016602198129e-05,0.7419373447293773,0.12221763272424921,1.9242486522741338,0.0023397141329373856,0.14107859824674765,0.056089466658316295,0.07696104113612832,0.2546422183735807,0.17395330712343804,-0.003575461612242662,0.4382549309311553,-0.0019335552766036456,0.12221763272424921,-0.010628614430210659,0.0006360706641574086,0.12221763272424921,1.3110318766193438,-0.005902813765350351,0.23901690047049992,0.1484200051182733,1.7544036826842861,-0.09531017980432487,0.8754687373538999,0.013810076994712055,0.010833258779347385,-0.7747271675523681,0.02824066864231178,0.0,S&P,0.062123008133584005,-0.0571584138288375,0.6780335427498971,0.0042583716516986485,0.0,0.008896643741611546,1.1314021114911006,-0.0033749522363372415,0.7793248768009976,0.01044323183276681,0.0,0.013692337439032764,1.410986973710262,0.3506568716131694,0.0,0.1988508587451652,-0.00169713834566685,0.0028927906436332657,-0.039220713153281295,0.009950330853168083,0.013237257047210009,0.0021468542583752835,1.2383742310432684,1.2383742310432684,1.2296405510745139,0.0,0.0295588022415444,0.7275486072772778,1.451613827240533,1.900613874140137,1.9050881545350582,1.9050881545350582
